baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
164.91477923221333	0.3658413552971833	0.6009251301130031	0.6087968982565056	0.5426590698085636	0.8443901832211189
58.88439128641245	1.6066589126725859	0.7060240408980085	2.275643348672715	0.022867364598306093	0.33368528167773426
216.45871508855373	0.33015872719744843	0.3221864391830407	1.0247443313710622	0.30548383954417757	0.692766053382627
21.26843389263121	0.5507956601265352	2.118129191180277	0.2600387466543613	0.7948338858666353	0.9576206471375862
22.250694683864246	0.6829799458144273	1.023834521052069	0.6670804038846168	0.5047207764949491	0.8227844610908785
79.82760888286565	0.5714340613533467	0.5011986214556864	1.1401349422982605	0.2542300863858842	0.6505299269285859
79.40925554525471	0.8832093922112941	0.4387167725447151	2.013165320961772	0.04409724020228336	0.39264537539309885
30.066137991061343	0.11723081228011399	0.8360187842681547	0.14022509360568622	0.8884821459503647	0.9729527238155045
137.10112356783665	0.9027444711705215	0.4130536068519331	2.1855382841242865	0.028849402090957866	0.3485127600731775
27.31923921377163	1.1742048584608453	0.7050559993311641	1.665406520297294	0.09583167945182075	0.4829566040666455
23.923250238557518	1.289871024301217	0.9282488019279513	1.3895746718144797	0.1646580713755394	0.5643059240593036
1.3073321885872433	2.890229914755603	2.9394888845397333	0.9832423350728733	0.3254881833770562	0.7114903585894143
83.23032945246268	0.800713788425043	0.5633579020185878	1.4213234349886223	0.15522275364598134	0.554175403405631
27.71312808970128	1.2104479501719605	0.9598351435389761	1.2610998444055281	0.20727287668205674	0.6096419200347291
36.434485102534616	1.1343274621515589	0.6074830557886292	1.867257780019864	0.061865598248496766	0.41075000149467916
18.58340786030648	1.090590093315333	0.7040473570957604	1.5490294542317233	0.12137463972849598	0.5321811126557132
10.243209086641642	0.08054737462958807	0.9684372492181347	0.08317252841587597	0.933714356185202	0.9790021774073512
50.47610855889615	0.23388365673349018	0.7715650793758825	0.3031288778941087	0.76179164747527	0.9514982415274328
13.657093866159691	0.7325086902398205	1.0942803610670457	0.6693976391256282	0.5032418572262676	0.8227844610908785
12.264890934343725	0.5246844425439255	0.9447521661585957	0.5553672818526745	0.5786434668966431	0.859108843140355
20.100196040149488	1.117323149995923	0.5987700060190356	1.8660305939913797	0.06203708527018959	0.41075000149467916
27.04254156956452	0.8691113424225403	1.0219725978493295	0.8504252895346949	0.39508868085914967	0.7433997307388799
8.664420543187019	0.9056575455981948	1.0677818710622091	0.8481671867094577	0.3963448686111889	0.7438793545735686
110.17450649503722	0.3294141028123733	0.3433289060276733	0.9594709243206617	0.33732156035706673	0.7163438799735915
13.50368990843875	1.0534122184111991	0.661003641057693	1.5936556971541043	0.11101317218499328	0.5083421119118847
10.8567776876869	2.711647388686504	1.1011676922552889	2.4625199302140897	0.013796450489748617	0.3100249841781603
32.66286908178163	-0.11270908996966664	0.6827394622277109	-0.1650836024651455	0.8688781792649853	0.9729527238155045
9.867536215073562	0.2588883498892752	1.311288381347224	0.19743052220388935	0.8434906463868366	0.9662207490961883
32.85862431683953	1.8147688522682675	0.49953576809048933	3.6329107307077315	2.802419919253491e-4	0.06617714466465745
47.33223385260239	0.8610333157521038	0.5032429247200354	1.7109695406668952	0.08708673583456085	0.46382616584646136
6.116909706952474	0.5921715625000722	1.3289743996621357	0.4455853797113169	0.6558967734207679	0.9007510510974452
68.63329361269585	0.895553976522124	0.8767983378199645	1.021391051845277	0.3070692030913026	0.6929049683016052
46.37713217973656	1.2383201273600357	0.3539118159512396	3.4989510707114846	4.670922873276242e-4	0.08676083400570442
0.027019283807930193	-0.16768899365702547	3.0175751698829187	-0.055570775943099955	0.9556837459357923	NA
10.088981490704098	0.48401605580197715	1.0626102424693629	0.45549726179675165	0.6487515370558289	0.8955075982900752
0.4728518595175381	0.7559429774037675	2.1198072493502695	0.3566092990933338	0.7213843149543535	NA
16.8382481252294	0.38271827074557785	0.8662359530945719	0.4418175779686142	0.6586212175292165	0.9027370419368117
25.286954490007957	1.4622911099446227	0.5354253685335132	2.731082977912907	0.006312657553405173	0.22688720272033025
6.705486585556005	1.0008750082067586	1.0703575311854432	0.9350847535012611	0.3497446232154784	0.7163438799735915
35.87473300148152	0.8650050667895771	0.46090111210650325	1.8767693200742268	0.060549717086901066	0.41075000149467916
21.413293714112925	1.8700934586306504	0.47676181797608397	3.9224899900110306	8.763853548568667e-5	0.06617714466465745
10.729746673580218	0.9431214499685975	0.6652648194643309	1.4176631957300792	0.15628912016617014	0.5567799905919811
6.015971305478515	0.2859324118784884	1.0040998978117175	0.28476490486816547	0.7758242613112446	0.9564108023314839
